"seqnames","start","end","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"3",14213811,14213876,66,"*","Distal Intergenic",3,14199753,14199916,164,1,"AT3G41979","AT3G41979.1",14058
"3",14917304,14917355,52,"*","Exon (AT3G42806.1/AT3G42806, exon 1 of 1)",3,14919657,14920215,559,1,"AT3G42810","AT3G42810.1",-2302
"3",15033659,15033733,75,"*","Exon (AT3G42993.1/AT3G42993, exon 1 of 1)",3,15031624,15037037,5414,1,"AT3G42993","AT3G42993.1",2035
"3",15138956,15139006,51,"*","Promoter (<=1kb)",3,15139995,15143123,3129,1,"AT3G43148","AT3G43148.1",-989
"3",15300842,15300920,79,"*","Promoter (1-2kb)",3,15299365,15299640,276,2,"AT3G43352","AT3G43352.1",-1202
"3",15305302,15305368,67,"*","Promoter (<=1kb)",3,15304571,15306362,1792,2,"AT3G43356","AT3G43356.1",994
"3",15635247,15635300,54,"*","Promoter (1-2kb)",3,15633913,15636942,3030,1,"AT3G43730","AT3G43730.1",1334
"3",15715064,15715140,77,"*","Promoter (1-2kb)",3,15714896,15716641,1746,2,"AT3G43862","AT3G43862.1",1501
"3",15952259,15952905,647,"*","Promoter (<=1kb)",3,15952045,15953084,1040,2,"AT3G44260","AT3G44260.1",179
"3",16271877,16271991,115,"*","Promoter (<=1kb)",3,16271652,16273344,1693,1,"AT3G44720","AT3G44720.1",225
"3",16272044,16272240,197,"*","Promoter (<=1kb)",3,16271652,16273344,1693,1,"AT3G44720","AT3G44720.1",392
"3",16272357,16272547,191,"*","Promoter (<=1kb)",3,16271652,16273344,1693,1,"AT3G44720","AT3G44720.1",705
"3",16272655,16272845,191,"*","Promoter (1-2kb)",3,16271652,16273344,1693,1,"AT3G44720","AT3G44720.1",1003
"3",16501338,16501460,123,"*","Exon (AT3G45095.1/AT3G45095, exon 1 of 1)",3,16499710,16504054,4345,2,"AT3G45095","AT3G45095.1",2594
"3",17178151,17178405,255,"*","Promoter (1-2kb)",3,17178697,17180067,1371,2,"AT3G46620","AT3G46620.1",1662
"3",17178901,17180087,1187,"*","Promoter (<=1kb)",3,17178697,17180067,1371,2,"AT3G46620","AT3G46620.1",0
"3",17501416,17501571,156,"*","Distal Intergenic",3,17498337,17500916,2580,1,"AT3G47490","AT3G47490.1",3079
"3",17546945,17547209,265,"*","Promoter (1-2kb)",3,17549121,17551420,2300,1,"AT3G47610","AT3G47610.1",-1912
"3",18030529,18030579,51,"*","Promoter (<=1kb)",3,18030781,18034065,3285,1,"AT3G48670","AT3G48670.1",-202
"3",18038195,18038484,290,"*","Promoter (<=1kb)",3,18037047,18038234,1188,2,"AT3G48690","AT3G48690.1",0
"3",18363871,18363939,69,"*","Promoter (<=1kb)",3,18362443,18364913,2471,2,"AT3G49530","AT3G49530.1",974
"3",18441045,18441108,64,"*","Promoter (1-2kb)",3,18440003,18442198,2196,2,"AT3G49720","AT3G49720.1",1090
"3",18441209,18441265,57,"*","Promoter (<=1kb)",3,18440003,18442198,2196,2,"AT3G49720","AT3G49720.1",933
"3",18470175,18470293,119,"*","Promoter (<=1kb)",3,18468051,18469763,1713,2,"AT3G49790","AT3G49790.1",-412
"3",18558355,18558882,528,"*","Promoter (<=1kb)",3,18557970,18559106,1137,2,"AT3G50060","AT3G50060.1",224
"3",18564675,18564852,178,"*","Promoter (1-2kb)",3,18565134,18566780,1647,2,"AT3G50070","AT3G50070.1",1928
"3",18659988,18660164,177,"*","Promoter (1-2kb)",3,18657208,18658307,1100,2,"AT3G50330","AT3G50330.1",-1681
"3",18706965,18707017,53,"*","Distal Intergenic",3,18704765,18706570,1806,1,"AT3G50400","AT3G50400.1",2200
"3",18709642,18709729,88,"*","Promoter (<=1kb)",3,18709748,18710760,1013,1,"AT3G50410","AT3G50410.1",-19
"3",18784006,18784088,83,"*","Distal Intergenic",3,18784695,18786914,2220,2,"AT3G50620","AT3G50620.1",2826
"3",18809689,18810079,391,"*","Promoter (<=1kb)",3,18808691,18808882,192,1,"AT3G50651","AT3G50651.1",998
"3",18855307,18855374,68,"*","Promoter (1-2kb)",3,18855161,18856884,1724,2,"AT3G50740","AT3G50740.1",1510
"3",18930401,18930500,100,"*","Promoter (<=1kb)",3,18929526,18931839,2314,1,"AT3G50930","AT3G50930.1",875
"3",19121162,19121246,85,"*","Promoter (<=1kb)",3,19117584,19120881,3298,2,"AT3G51550","AT3G51550.1",-281
"3",19162960,19163350,391,"*","Promoter (1-2kb)",3,19164063,19165247,1185,2,"AT3G51660","AT3G51660.1",1897
"3",19164594,19164629,36,"*","Promoter (<=1kb)",3,19164063,19165247,1185,2,"AT3G51660","AT3G51660.1",618
"3",19168049,19168510,462,"*","Promoter (<=1kb)",3,19168850,19171150,2301,1,"AT3G51670","AT3G51670.1",-340
"3",19230828,19231025,198,"*","Promoter (1-2kb)",3,19232467,19235889,3423,1,"AT3G51850","AT3G51850.1",-1442
"3",19231513,19231572,60,"*","Promoter (<=1kb)",3,19232467,19235889,3423,1,"AT3G51850","AT3G51850.1",-895
"3",19257647,19257732,86,"*","Promoter (1-2kb)",3,19251287,19255760,4474,2,"AT3G51895","AT3G51895.1",-1887
"3",19277446,19277492,47,"*","Distal Intergenic",3,19273494,19275269,1776,2,"AT3G51940","AT3G51940.1",-2177
"3",19323092,19323164,73,"*","Promoter (<=1kb)",3,19323332,19323827,496,1,"AT3G52105","AT3G52105.1",-168
"3",19569824,19569897,74,"*","Promoter (<=1kb)",3,19569311,19570682,1372,1,"AT3G52800","AT3G52800.1",513
"3",19570000,19570495,496,"*","Promoter (<=1kb)",3,19569311,19570682,1372,1,"AT3G52800","AT3G52800.1",689
"3",19820069,19820125,57,"*","Promoter (1-2kb)",3,19819210,19821505,2296,2,"AT3G53460","AT3G53460.1",1380
"3",19912716,19912802,87,"*","Promoter (<=1kb)",3,19912494,19913033,540,2,"AT3G53730","AT3G53730.1",231
"3",20069227,20069592,366,"*","Promoter (<=1kb)",3,20070158,20072780,2623,1,"AT3G54220","AT3G54220.1",-566
"3",20121025,20121611,587,"*","Promoter (<=1kb)",3,20119173,20121170,1998,2,"AT3G54340","AT3G54340.1",0
"3",20170767,20170795,29,"*","Promoter (<=1kb)",3,20168095,20170303,2209,2,"AT3G54470","AT3G54470.1",-464
"3",20378913,20379280,368,"*","Distal Intergenic",3,20381508,20383789,2282,1,"AT3G55000","AT3G55000.1",-2228
"3",20549956,20550026,71,"*","Exon (AT3G55430.1/AT3G55430, exon 2 of 2)",3,20549599,20552215,2617,2,"AT3G55430","AT3G55430.1",2189
"3",20583510,20583853,344,"*","Distal Intergenic",3,20587904,20588027,124,1,"AT3G55512","AT3G55512.1",-4051
"3",20585751,20586011,261,"*","Promoter (1-2kb)",3,20587904,20588027,124,1,"AT3G55512","AT3G55512.1",-1893
"3",20587495,20587640,146,"*","Promoter (<=1kb)",3,20587904,20588027,124,1,"AT3G55512","AT3G55512.1",-264
"3",20642929,20643036,108,"*","Promoter (1-2kb)",3,20644896,20646655,1760,1,"AT3G55646","AT3G55646.1",-1860
"3",20739248,20739464,217,"*","Promoter (1-2kb)",3,20740817,20742002,1186,1,"AT3G55890","AT3G55890.1",-1353
"3",20739516,20739756,241,"*","Promoter (1-2kb)",3,20740817,20742002,1186,1,"AT3G55890","AT3G55890.1",-1061
"3",20776557,20776618,62,"*","Promoter (<=1kb)",3,20776295,20778842,2548,1,"AT3G55980","AT3G55980.1",262
"3",20776742,20778413,1672,"*","Promoter (<=1kb)",3,20776295,20778842,2548,1,"AT3G55980","AT3G55980.1",447
"3",20778499,20778594,96,"*","Promoter (1-2kb)",3,20780315,20783233,2919,1,"AT3G55990","AT3G55990.1",-1721
"3",20909165,20909233,69,"*","Promoter (1-2kb)",3,20908928,20910481,1554,2,"AT3G56400","AT3G56400.1",1248
"3",20909385,20909539,155,"*","Promoter (<=1kb)",3,20908928,20910481,1554,2,"AT3G56400","AT3G56400.1",942
"3",20910050,20910152,103,"*","Promoter (<=1kb)",3,20908928,20910481,1554,2,"AT3G56400","AT3G56400.1",329
"3",21004568,21004570,3,"*","Promoter (<=1kb)",3,21004259,21004809,551,1,"AT3G56705","AT3G56705.1",309
"3",21059925,21061073,1149,"*","Promoter (<=1kb)",3,21059915,21060965,1051,1,"AT3G56880","AT3G56880.1",10
"3",21061149,21061240,92,"*","Promoter (1-2kb)",3,21059915,21060965,1051,1,"AT3G56880","AT3G56880.1",1234
"3",21141537,21141647,111,"*","Distal Intergenic",3,21138905,21140610,1706,1,"AT3G57120","AT3G57120.1",2632
"3",21144693,21145159,467,"*","Distal Intergenic",3,21147558,21148664,1107,1,"AT3G57130","AT3G57130.2",-2399
"3",21146195,21146308,114,"*","Promoter (1-2kb)",3,21147558,21148664,1107,1,"AT3G57130","AT3G57130.2",-1250
"3",21233479,21233764,286,"*","Promoter (<=1kb)",3,21233701,21235911,2211,1,"AT3G57390","AT3G57390.1",0
"3",21236939,21236988,50,"*","Promoter (1-2kb)",3,21238433,21240228,1796,1,"AT3G57400","AT3G57400.1",-1445
"3",21262021,21262313,293,"*","Promoter (<=1kb)",3,21261934,21262622,689,1,"AT3G57450","AT3G57450.1",87
"3",21262806,21262908,103,"*","Promoter (<=1kb)",3,21261934,21262622,689,1,"AT3G57450","AT3G57450.1",872
"3",21375022,21375039,18,"*","Distal Intergenic",3,21370903,21373446,2544,1,"AT3G57670","AT3G57670.1",4119
"3",21375093,21375146,54,"*","Distal Intergenic",3,21370903,21373446,2544,1,"AT3G57670","AT3G57670.1",4190
"3",21384713,21384790,78,"*","Promoter (<=1kb)",3,21384917,21385939,1023,1,"AT3G57700","AT3G57700.1",-127
"3",21397331,21397482,152,"*","Promoter (<=1kb)",3,21397542,21398853,1312,1,"AT3G57770","AT3G57770.1",-60
"3",21412724,21412766,43,"*","Promoter (1-2kb)",3,21407809,21411721,3913,2,"AT3G57800","AT3G57800.2",-1003
"3",21489214,21489334,121,"*","Promoter (<=1kb)",3,21488516,21491488,2973,1,"AT3G58040","AT3G58040.1",698
"3",21671157,21671398,242,"*","Promoter (<=1kb)",3,21668515,21671167,2653,2,"AT3G58600","AT3G58600.1",0
"3",21732083,21732287,205,"*","Promoter (<=1kb)",3,21732258,21735327,3070,1,"AT3G58770","AT3G58770.1",0
"3",21740555,21740617,63,"*","Intron (AT3G58780.2/AT3G58780, intron 2 of 7)",3,21738460,21742517,4058,1,"AT3G58780","AT3G58780.3",2095
"3",22053875,22053883,9,"*","Promoter (1-2kb)",3,22052133,22054275,2143,1,"AT3G59700","AT3G59700.1",1742
"3",22197570,22197704,135,"*","Promoter (<=1kb)",3,22197826,22201451,3626,1,"AT3G60110","AT3G60110.1",-122
"3",22209584,22209665,82,"*","Promoter (<=1kb)",3,22210246,22213840,3595,1,"AT3G60130","AT3G60130.1",-581
"3",22320214,22320222,9,"*","Promoter (<=1kb)",3,22316913,22319266,2354,2,"AT3G60380","AT3G60380.1",-948
"3",22323723,22324106,384,"*","Promoter (1-2kb)",3,22320595,22322586,1992,2,"AT3G60390","AT3G60390.1",-1137
"3",22328080,22328437,358,"*","Promoter (<=1kb)",3,22329092,22331103,2012,1,"AT3G60400","AT3G60400.1",-655
"3",22360698,22360723,26,"*","Promoter (<=1kb)",3,22356952,22360147,3196,2,"AT3G60510","AT3G60510.2",-551
"3",22519462,22519564,103,"*","Promoter (<=1kb)",3,22517150,22520275,3126,2,"AT3G60935","AT3G60935.1",711
"3",22630339,22630737,399,"*","Promoter (<=1kb)",3,22630608,22635123,4516,1,"AT3G61150","AT3G61150.1",0
"3",22634057,22634550,494,"*","Promoter (1-2kb)",3,22635881,22638817,2937,1,"AT3G61160","AT3G61160.1",-1331
"3",22670148,22670370,223,"*","Promoter (<=1kb)",3,22671002,22672738,1737,1,"AT3G61250","AT3G61250.1",-632
"3",22670427,22670536,110,"*","Promoter (<=1kb)",3,22671002,22672738,1737,1,"AT3G61250","AT3G61250.1",-466
"3",22741070,22741437,368,"*","Promoter (<=1kb)",3,22741511,22742284,774,2,"AT3G61460","AT3G61460.1",847
"3",22921550,22921719,170,"*","Promoter (<=1kb)",3,22922210,22922321,112,1,"AT3G61897","AT3G61897.1",-491
"3",22939414,22939710,297,"*","Promoter (<=1kb)",3,22939546,22941451,1906,1,"AT3G61950","AT3G61950.1",0
"3",23162288,23162313,26,"*","Distal Intergenic",3,23159783,23161854,2072,1,"AT3G62620","AT3G62620.1",2505
"3",23169743,23169877,135,"*","Promoter (1-2kb)",3,23168469,23169187,719,1,"AT3G62650","AT3G62650.1",1274
"3",23422721,23422822,102,"*","Promoter (1-2kb)",3,23424157,23426536,2380,1,"AT3G63440","AT3G63440.1",-1335
"3",23458737,23459097,361,"*","Promoter (<=1kb)",3,23456157,23458459,2303,2,"AT3G63530","AT3G63530.1",-278
"3",23459157,23459241,85,"*","Promoter (<=1kb)",3,23459182,23459804,623,2,"AT3G63540","AT3G63540.1",563
"4",51413,51467,55,"*","Promoter (1-2kb)",4,51166,53449,2284,2,"AT4G00140","AT4G00140.1",1982
"4",162515,162662,148,"*","Promoter (1-2kb)",4,160768,163023,2256,1,"AT4G00360","AT4G00360.1",1747
"4",200743,200832,90,"*","Promoter (1-2kb)",4,202416,211003,8588,1,"AT4G00450","AT4G00450.1",-1584
"4",349217,349303,87,"*","Promoter (<=1kb)",4,349116,351550,2435,1,"AT4G00820","AT4G00820.1",101
"4",459543,459776,234,"*","Promoter (<=1kb)",4,460472,461085,614,1,"AT4G01060","AT4G01060.2",-696
"4",609034,609332,299,"*","Promoter (<=1kb)",4,608456,610724,2269,1,"AT4G01450","AT4G01450.2",578
"4",630427,630694,268,"*","Promoter (<=1kb)",4,631136,636899,5764,1,"AT4G01490","AT4G01490.1",-442
"4",1278886,1279123,238,"*","Promoter (<=1kb)",4,1278530,1280028,1499,2,"AT4G02890","AT4G02890.3",905
"4",1279176,1279337,162,"*","Promoter (<=1kb)",4,1278530,1280028,1499,2,"AT4G02890","AT4G02890.3",691
"4",1279581,1279640,60,"*","Promoter (<=1kb)",4,1278530,1280028,1499,2,"AT4G02890","AT4G02890.3",388
"4",1415486,1415593,108,"*","Promoter (<=1kb)",4,1415949,1417327,1379,1,"AT4G03210","AT4G03210.1",-356
"4",1619753,1619824,72,"*","Promoter (<=1kb)",4,1619563,1624141,4579,1,"AT4G03650","AT4G03650.1",190
"4",1668165,1668231,67,"*","Promoter (<=1kb)",4,1667204,1668888,1685,1,"AT4G03750","AT4G03750.1",961
"4",1668670,1668759,90,"*","Promoter (1-2kb)",4,1667204,1668888,1685,1,"AT4G03750","AT4G03750.1",1466
"4",1725971,1726028,58,"*","Distal Intergenic",4,1743791,1748332,4542,2,"AT4G03800","AT4G03800.1",22304
"4",1898484,1898535,52,"*","Promoter (<=1kb)",4,1898455,1898841,387,2,"AT4G03975","AT4G03975.1",306
"4",1945211,1945246,36,"*","Promoter (<=1kb)",4,1944378,1950431,6054,1,"AT4G04050","AT4G04050.1",833
"4",2008510,2008644,135,"*","Promoter (1-2kb)",4,2008368,2009678,1311,2,"AT4G04165","AT4G04165.1",1034
"4",2073593,2073732,140,"*","Distal Intergenic",4,2076832,2077361,530,1,"AT4G04293","AT4G04293.1",-3100
"4",2333531,2333826,296,"*","Promoter (<=1kb)",4,2331677,2332800,1124,2,"AT4G04630","AT4G04630.1",-731
"4",2543921,2544013,93,"*","Promoter (<=1kb)",4,2543464,2543971,508,1,"AT4G04972","AT4G04972.1",457
"4",2587805,2588506,702,"*","Promoter (<=1kb)",4,2587563,2587808,246,1,"AT4G05049","AT4G05049.1",242
"4",2588589,2589201,613,"*","Promoter (<=1kb)",4,2588004,2589139,1136,2,"AT4G05050","AT4G05050.2",0
"4",2718898,2718961,64,"*","Promoter (<=1kb)",4,2718212,2720133,1922,1,"AT4G05320","AT4G05320.4",686
"4",2719027,2719994,968,"*","Promoter (<=1kb)",4,2718212,2720133,1922,1,"AT4G05320","AT4G05320.4",815
"4",2869623,2869700,78,"*","Exon (AT4G05585.1/AT4G05585, exon 1 of 1)",4,2864901,2865581,681,1,"AT4G05584","AT4G05584.1",4722
"4",2949986,2950036,51,"*","Distal Intergenic",4,2959094,2963744,4651,1,"AT4G05612","AT4G05612.1",-9058
"4",2953187,2953235,49,"*","Distal Intergenic",4,2959094,2963744,4651,1,"AT4G05612","AT4G05612.1",-5859
"4",2960501,2960551,51,"*","Promoter (1-2kb)",4,2959094,2963744,4651,1,"AT4G05612","AT4G05612.2",1407
"4",3040726,3040799,74,"*","Distal Intergenic",4,3036286,3037404,1119,2,"AT4G06196","AT4G06196.1",-3322
"4",3046742,3046790,49,"*","Distal Intergenic",4,3051195,3052774,1580,2,"AT4G06474","AT4G06474.1",5984
"4",3047258,3047367,110,"*","Distal Intergenic",4,3051195,3052774,1580,2,"AT4G06474","AT4G06474.1",5407
"4",3054544,3054819,276,"*","Promoter (1-2kb)",4,3051195,3052774,1580,2,"AT4G06474","AT4G06474.1",-1770
"4",3055026,3055100,75,"*","Distal Intergenic",4,3051195,3052774,1580,2,"AT4G06474","AT4G06474.1",-2252
"4",3055164,3055304,141,"*","Distal Intergenic",4,3051195,3052774,1580,2,"AT4G06474","AT4G06474.1",-2390
"4",3055592,3055652,61,"*","Distal Intergenic",4,3051195,3052774,1580,2,"AT4G06474","AT4G06474.1",-2818
"4",3056008,3056153,146,"*","Distal Intergenic",4,3051195,3052774,1580,2,"AT4G06474","AT4G06474.1",-3234
"4",3056523,3056650,128,"*","Distal Intergenic",4,3051195,3052774,1580,2,"AT4G06474","AT4G06474.1",-3749
"4",3057006,3057012,7,"*","Distal Intergenic",4,3051195,3052774,1580,2,"AT4G06474","AT4G06474.1",-4232
"4",3057065,3057116,52,"*","Distal Intergenic",4,3051195,3052774,1580,2,"AT4G06474","AT4G06474.1",-4291
"4",3057187,3057271,85,"*","Distal Intergenic",4,3051195,3052774,1580,2,"AT4G06474","AT4G06474.1",-4413
"4",3057565,3057614,50,"*","Distal Intergenic",4,3051195,3052774,1580,2,"AT4G06474","AT4G06474.1",-4791
"4",3057679,3057770,92,"*","Distal Intergenic",4,3051195,3052774,1580,2,"AT4G06474","AT4G06474.1",-4905
"4",3057982,3058116,135,"*","Distal Intergenic",4,3051195,3052774,1580,2,"AT4G06474","AT4G06474.1",-5208
"4",3058490,3058603,114,"*","Distal Intergenic",4,3051195,3052774,1580,2,"AT4G06474","AT4G06474.1",-5716
"4",3058674,3058762,89,"*","Distal Intergenic",4,3051195,3052774,1580,2,"AT4G06474","AT4G06474.1",-5900
"4",3058998,3059106,109,"*","Distal Intergenic",4,3060975,3065294,4320,2,"AT4G06477","AT4G06477.1",6188
"4",3059183,3059256,74,"*","Distal Intergenic",4,3060975,3065294,4320,2,"AT4G06477","AT4G06477.1",6038
"4",3059430,3059609,180,"*","Distal Intergenic",4,3060975,3065294,4320,2,"AT4G06477","AT4G06477.1",5685
"4",3059673,3059764,92,"*","Distal Intergenic",4,3060975,3065294,4320,2,"AT4G06477","AT4G06477.1",5530
"4",3059918,3059970,53,"*","Distal Intergenic",4,3060975,3065294,4320,2,"AT4G06477","AT4G06477.1",5324
"4",3060049,3060106,58,"*","Distal Intergenic",4,3060975,3065294,4320,2,"AT4G06477","AT4G06477.1",5188
"4",3060170,3060256,87,"*","Distal Intergenic",4,3060975,3065294,4320,2,"AT4G06477","AT4G06477.1",5038
"4",3060389,3060602,214,"*","Distal Intergenic",4,3060975,3065294,4320,2,"AT4G06477","AT4G06477.1",4692
"4",3060682,3060749,68,"*","Distal Intergenic",4,3060975,3065294,4320,2,"AT4G06477","AT4G06477.1",4545
"4",3060980,3061184,205,"*","Exon (AT4G06477.1/AT4G06477, exon 1 of 1)",4,3060975,3065294,4320,2,"AT4G06477","AT4G06477.1",4110
"4",3061253,3061304,52,"*","Exon (AT4G06477.1/AT4G06477, exon 1 of 1)",4,3060975,3065294,4320,2,"AT4G06477","AT4G06477.1",3990
"4",3093027,3093058,32,"*","Exon (AT4G06485.1/AT4G06485, exon 1 of 1)",4,3090240,3095924,5685,2,"AT4G06485","AT4G06485.1",2866
"4",3111442,3111510,69,"*","Promoter (<=1kb)",4,3106390,3111312,4923,2,"AT4G06488","AT4G06488.1",-130
"4",3155386,3155450,65,"*","Exon (AT4G06499.1/AT4G06499, exon 1 of 1)",4,3154644,3158594,3951,2,"AT4G06499","AT4G06499.1",3144
"4",3193979,3194090,112,"*","Exon (AT4G06510.1/AT4G06510, exon 1 of 1)",4,3191800,3194253,2454,1,"AT4G06510","AT4G06510.1",2179
"4",3628116,3628214,99,"*","Promoter (1-2kb)",4,3627035,3629397,2363,2,"AT4G06592","AT4G06592.1",1183
"4",3628275,3628295,21,"*","Promoter (1-2kb)",4,3627035,3629397,2363,2,"AT4G06592","AT4G06592.1",1102
"4",3628357,3628444,88,"*","Promoter (<=1kb)",4,3627035,3629397,2363,2,"AT4G06592","AT4G06592.1",953
"4",3652133,3652170,38,"*","Promoter (1-2kb)",4,3650676,3655554,4879,1,"AT4G06597","AT4G06597.1",1457
"4",3677679,3677743,65,"*","Promoter (<=1kb)",4,3678387,3681572,3186,1,"AT4G06602","AT4G06602.1",-644
"4",3679875,3679937,63,"*","Promoter (1-2kb)",4,3678387,3681572,3186,1,"AT4G06602","AT4G06602.1",1488
"4",3684177,3684202,26,"*","Promoter (1-2kb)",4,3682803,3685307,2505,1,"AT4G06603","AT4G06603.1",1374
"4",3684261,3684312,52,"*","Promoter (1-2kb)",4,3682803,3685307,2505,1,"AT4G06603","AT4G06603.1",1458
"4",3685804,3685852,49,"*","Distal Intergenic",4,3682803,3685307,2505,1,"AT4G06603","AT4G06603.1",3001
"4",3686324,3686378,55,"*","Exon (AT4G06604.1/AT4G06604, exon 1 of 1)",4,3682803,3685307,2505,1,"AT4G06603","AT4G06603.1",3521
"4",3687877,3687955,79,"*","Exon (AT4G06604.1/AT4G06604, exon 1 of 1)",4,3685906,3691542,5637,2,"AT4G06604","AT4G06604.1",3587
"4",3688301,3688346,46,"*","Exon (AT4G06604.1/AT4G06604, exon 1 of 1)",4,3685906,3691542,5637,2,"AT4G06604","AT4G06604.1",3196
"4",3690110,3690172,63,"*","Promoter (1-2kb)",4,3685906,3691542,5637,2,"AT4G06604","AT4G06604.1",1370
"4",3792872,3792938,67,"*","Promoter (1-2kb)",4,3790100,3794683,4584,2,"AT4G06642","AT4G06642.1",1745
"4",3800727,3800820,94,"*","Exon (AT4G06644.1/AT4G06644, exon 1 of 1)",4,3802902,3804011,1110,2,"AT4G06646","AT4G06646.1",3191
"4",3839529,3839681,153,"*","Distal Intergenic",4,3832288,3835071,2784,1,"AT4G06654","AT4G06654.1",7241
"4",3842824,3842885,62,"*","Exon (AT4G06656.1/AT4G06656, exon 1 of 1)",4,3841927,3850392,8466,2,"AT4G06656","AT4G06656.1",7507
"4",3851480,3851632,153,"*","Promoter (<=1kb)",4,3852325,3856095,3771,1,"AT4G06658","AT4G06658.1",-693
"4",3870125,3870331,207,"*","Promoter (1-2kb)",4,3869799,3871808,2010,2,"AT4G06664","AT4G06664.1",1477
"4",3870747,3870763,17,"*","Promoter (1-2kb)",4,3869799,3871808,2010,2,"AT4G06664","AT4G06664.1",1045
"4",3872466,3872519,54,"*","Promoter (<=1kb)",4,3869799,3871808,2010,2,"AT4G06664","AT4G06664.1",-658
"4",3950534,3950743,210,"*","Promoter (<=1kb)",4,3949133,3950602,1470,2,"AT4G06700","AT4G06700.1",0
"4",3950852,3950938,87,"*","Promoter (<=1kb)",4,3949133,3950602,1470,2,"AT4G06700","AT4G06700.1",-250
"4",3951330,3951380,51,"*","Promoter (<=1kb)",4,3949133,3950602,1470,2,"AT4G06700","AT4G06700.1",-728
"4",3951826,3951960,135,"*","Promoter (1-2kb)",4,3949133,3950602,1470,2,"AT4G06700","AT4G06700.1",-1224
"4",3952126,3952188,63,"*","Promoter (1-2kb)",4,3949133,3950602,1470,2,"AT4G06700","AT4G06700.1",-1524
"4",3952255,3952303,49,"*","Promoter (1-2kb)",4,3949133,3950602,1470,2,"AT4G06700","AT4G06700.1",-1653
"4",3952432,3952624,193,"*","Promoter (1-2kb)",4,3949133,3950602,1470,2,"AT4G06700","AT4G06700.1",-1830
"4",3952695,3952823,129,"*","Distal Intergenic",4,3949133,3950602,1470,2,"AT4G06700","AT4G06700.1",-2093
"4",3952923,3953039,117,"*","Distal Intergenic",4,3949133,3950602,1470,2,"AT4G06700","AT4G06700.1",-2321
"4",3953476,3953621,146,"*","Distal Intergenic",4,3949133,3950602,1470,2,"AT4G06700","AT4G06700.1",-2874
"4",3954047,3954117,71,"*","Distal Intergenic",4,3949133,3950602,1470,2,"AT4G06700","AT4G06700.1",-3445
"4",3954391,3954642,252,"*","Distal Intergenic",4,3957182,3958339,1158,2,"AT4G06702","AT4G06702.1",3697
"4",3954836,3954970,135,"*","Distal Intergenic",4,3957182,3958339,1158,2,"AT4G06702","AT4G06702.1",3369
"4",3955310,3955413,104,"*","Distal Intergenic",4,3957182,3958339,1158,2,"AT4G06702","AT4G06702.1",2926
"4",3955844,3955904,61,"*","Distal Intergenic",4,3957182,3958339,1158,2,"AT4G06702","AT4G06702.1",2435
"4",3965822,3965938,117,"*","Promoter (<=1kb)",4,3962925,3965636,2712,2,"AT4G06708","AT4G06708.1",-186
"4",3966547,3966600,54,"*","Promoter (<=1kb)",4,3962925,3965636,2712,2,"AT4G06708","AT4G06708.1",-911
"4",3968310,3968392,83,"*","Distal Intergenic",4,3962925,3965636,2712,2,"AT4G06708","AT4G06708.1",-2674
"4",3969208,3969260,53,"*","Distal Intergenic",4,3962925,3965636,2712,2,"AT4G06708","AT4G06708.1",-3572
"4",3971199,3971262,64,"*","Distal Intergenic",4,3962925,3965636,2712,2,"AT4G06708","AT4G06708.1",-5563
"4",3972645,3972701,57,"*","Distal Intergenic",4,3962925,3965636,2712,2,"AT4G06708","AT4G06708.1",-7009
"4",3973969,3974017,49,"*","Distal Intergenic",4,3962925,3965636,2712,2,"AT4G06708","AT4G06708.1",-8333
"4",3974296,3974344,49,"*","Distal Intergenic",4,3962925,3965636,2712,2,"AT4G06708","AT4G06708.1",-8660
"4",3975812,3975870,59,"*","Distal Intergenic",4,3962925,3965636,2712,2,"AT4G06708","AT4G06708.1",-10176
"4",3977642,3977723,82,"*","Distal Intergenic",4,3988849,3989259,411,2,"AT4G06710","AT4G06710.1",11536
"4",3977828,3977880,53,"*","Distal Intergenic",4,3988849,3989259,411,2,"AT4G06710","AT4G06710.1",11379
"4",3978630,3978709,80,"*","Distal Intergenic",4,3988849,3989259,411,2,"AT4G06710","AT4G06710.1",10550
"4",3978848,3978905,58,"*","Distal Intergenic",4,3988849,3989259,411,2,"AT4G06710","AT4G06710.1",10354
"4",3986079,3986143,65,"*","Distal Intergenic",4,3988849,3989259,411,2,"AT4G06710","AT4G06710.1",3116
"4",3987394,3987450,57,"*","Promoter (1-2kb)",4,3988849,3989259,411,2,"AT4G06710","AT4G06710.1",1809
"4",3987504,3987585,82,"*","Promoter (1-2kb)",4,3988849,3989259,411,2,"AT4G06710","AT4G06710.1",1674
"4",3992670,3992749,80,"*","Promoter (<=1kb)",4,3990945,3992813,1869,2,"AT4G06712","AT4G06712.1",64
"4",3999077,3999130,54,"*","Promoter (1-2kb)",4,3997492,3997755,264,2,"AT4G06716","AT4G06716.1",-1322
"4",4000701,4000775,75,"*","Distal Intergenic",4,3997492,3997755,264,2,"AT4G06716","AT4G06716.1",-2946
"4",4003984,4004031,48,"*","Distal Intergenic",4,3997492,3997755,264,2,"AT4G06716","AT4G06716.1",-6229
"4",4009776,4009845,70,"*","Distal Intergenic",4,4017248,4018366,1119,2,"AT4G06718","AT4G06718.1",8521
